URL,Title,Category,Date,Story,Source
https://www.astroawani.com/berita-malaysia/pm-anwar-hos-majlis-makan-malam-gala-raikan-pemimpin-asean-gcc-dan-china-522494,"PM Anwar hos majlis makan malam gala raikan pemimpin ASEAN, GCC dan China",Berita Malaysia,26/05/2025 23:58 MYT,,Astro Awani
https://www.astroawani.com/berita-malaysia/polis-kelantan-sahkan-penculik-minta-80kg-emas-daripada-mangsa-522496,,Berita Malaysia,26/05/2025 23:57 MYT,"KOTA BHARU: Polis Kelantan hari ini mengesahkan jumlah sebenar emas yang diminta oleh empat suspek dalam kes penculikan dan pemerasan membabitkan seorang pemilik kedai emas di Palekbang, Tumpat dekat sini ialah sebanyak 80 kilogram dengan anggaran nilai RM40 juta.",Astro Awani
https://www.astroawani.com/berita-malaysia/dua-wartawan-astro-awani-terima-sijil-penghargaan-ketua-polis-negara-522492,Dua wartawan Astro AWANI terima sijil penghargaan Ketua Polis Negara,Berita Malaysia,26/05/2025 23:51 MYT,KUALA LUMPUR: Dua wartawan Astro AWANI menerima sijil penghargaan Ketua Polis Negara sebagai menghargai sumbangan dalam melaporkan usaha-usaha dan inisiatif Polis Diraja Malaysia (PDRM).,Astro Awani
https://www.astroawani.com/berita-malaysia/sidang-kemuncak-aseangcc-sheikh-tamim-sayyid-asaad-tiba-di-malaysia-522488,"Sidang Kemuncak ASEAN-GCC: Sheikh Tamim, Sayyid Asaad tiba di Malaysia",Berita Malaysia,26/05/2025 23:50 MYT,"SEPANG: Pemimpin negara Majlis Kerjasama Teluk (GCC) dari Qatar dan Oman tiba di Malaysia hari ini untuk menghadiri Sidang Kemuncak ASEAN-GCC ke-2 dan Sidang Kemuncak ASEAN-GCC-China yang julung-julung kali diadakan, di Kuala Lumpur.",Astro Awani
https://www.astroawani.com/berita-malaysia/pelantikan-ahmad-fauwaz-kukuhkan-peranan-jabatan-mufti-wp-mohd-naim-522480,Pelantikan Ahmad Fauwaz kukuhkan peranan Jabatan Mufti WP - Mohd Na'im,Berita Malaysia,26/05/2025 23:40 MYT,KUALA LUMPUR: Pelantikan Ahmad Fauwaz Fadzil sebagai Mufti Wilayah Persekutuan berkuat kuasa 23 Mei lepas diyakini akan memperkukuh peranan jabatan berkaitan sebagai institusi autoritatif yang menjadi rujukan umat Islam di Malaysia.,Astro Awani
https://www.astroawani.com/berita-malaysia/dbkl-diminta-teliti-elemen-sejarah-untuk-dikekalkan-dalam-pembangunan-semula-bandar-522479,DBKL diminta teliti elemen sejarah untuk dikekalkan dalam pembangunan semula bandar,Berita Malaysia,26/05/2025 23:30 MYT,"KUALA LUMPUR: Dewan Bandaraya Kuala Lumpur (DBKL) diminta meneliti elemen sejarah untuk dikekalkan dalam pembangunan semula bandar melibatkan 139 kawasan yang sudah dikenal pasti, kata Menteri Komunikasi Datuk Fahmi Fadzil.",Astro Awani
https://www.astroawani.com/berita-malaysia/kapasiti-penggunaan-industri-pembuatan-capai-818-peratus-pada-suku-pertama-2025-522440,Kapasiti penggunaan industri pembuatan capai 81.8 peratus pada suku pertama 2025,Berita Malaysia,26/05/2025 23:20 MYT,"KUALA LUMPUR: Kapasiti penggunaan industri pembuatan Malaysia mencapai 81.8 peratus pada suku pertama 2025, meningkat sebanyak 1.0 mata peratus daripada 80.8 peratus berbanding suku sama pada tahun sebelumnya, kata Jabatan Perangkaan (DOSM).",Astro Awani
https://www.astroawani.com/berita-malaysia/malaysiagcc-lancar-rundingan-perjanjian-perdagangan-bebas-522482,Malaysia-GCC lancar rundingan Perjanjian Perdagangan Bebas,Berita Malaysia,26/05/2025 23:10 MYT,KUALA LUMPUR: Malaysia dan Majlis Kerjasama Teluk (GCC) secara rasmi melancarkan rundingan Perjanjian Perdagangan Bebas (FTA).,Astro Awani
https://www.astroawani.com/berita-malaysia/perhilitan-pantau-kemunculan-beruang-di-dungun-522481,Perhilitan pantau kemunculan beruang di Dungun,Berita Malaysia,26/05/2025 22:50 MYT,KUALA TERENGGANU: Jabatan Perlindungan Hidupan Liar dan Taman Negara (Perhilitan) Terengganu sedang memantau kemunculan seekor beruang yang didakwa berkeliaran di sekitar kawasan Bukit Bauk dan Batu 7 di Dungun sejak beberapa hari lepas.,Astro Awani
https://www.astroawani.com/berita-malaysia/guru-perlu-jaga-integriti-etika-dalam-bilik-darjah-dan-media-sosial-fadhlina-522476,"Guru perlu jaga integriti, etika dalam bilik darjah dan media sosial - Fadhlina",Berita Malaysia,26/05/2025 22:40 MYT,KUALA LUMPUR: Menteri Pendidikan Fadhlina Sidek memberi peringatan kepada guru agar sentiasa menjaga integriti dan mematuhi etika di bawah Standard Guru Malaysia (SGM) 2.0 dalam melaksanakan tugas serta tanggungjawab masing-masing.,Astro Awani
https://www.astroawani.com/berita-malaysia/asean25-pm-anwar-li-qiang-sepakat-perkukuh-kerjasama-strategik-522487,"ASEAN25: PM Anwar, Li Qiang sepakat perkukuh kerjasama strategik",Berita Malaysia,26/05/2025 22:38 MYT,KUALA LUMPUR: Malaysia dan China bersetuju untuk terus memperkukuh kerjasama strategik melalui platform Sidang Kemuncak ASEAN-GCC-China yang berlangsung di ibu negara.,Astro Awani
https://www.astroawani.com/berita-malaysia/kastam-patahkan-cubaan-seludup-1374kg-bunga-ganja-bernilai-lebih-rm14-juta-522441,Kastam patahkan cubaan seludup 13.74kg bunga ganja bernilai lebih RM1.4 juta,Berita Malaysia,26/05/2025 22:30 MYT,KUANTAN: Jabatan Kastam Diraja Malaysia (JKDM) Pahang mematahkan cubaan membawa keluar 13.74 kilogram (kg) bunga ganja bernilai lebih RM1.4 juta dalam tiga operasi berasingan di Pusat Mel dan Kurier Lapangan Terbang Antarabangsa Kuala Lumpur (KLIA) pada 5 Mei lepas.,Astro Awani
https://www.astroawani.com/berita-malaysia/asean-2045-rangka-masa-depan-rantau-fokus-generasi-muda-tpm-ahmad-zahid-522483,"ASEAN 2045: Rangka masa depan rantau, fokus generasi muda - TPM Ahmad Zahid",Berita Malaysia,26/05/2025 22:27 MYT,"KUALA LUMPUR: ASEAN 2045 : Masa Depan Bersama dirangka sebagai satu hala tuju futuristik untuk menyusun masa depan rantau Asia Tenggara dalam tempoh dua dekad akan datang, kata Timbalan Perdana Menteri Datuk Seri Ahmad Zahid Hamidi.",Astro Awani
https://www.astroawani.com/berita-malaysia/deklarasi-kuala-lumpur-mengenai-asean-2045-rangka-hala-tuju-integrasi-serantau-untuk-fasa-seterusnya-522493,Deklarasi Kuala Lumpur mengenai ASEAN 2045 rangka hala tuju integrasi serantau untuk fasa seterusnya,Berita Malaysia,26/05/2025 21:58 MYT,"KUALA LUMPUR: ASEAN melakar langkah penting dalam merencana masa depannya hari ini menerusi penerimaan Deklarasi Kuala Lumpur Mengenai ASEAN 2045: Masa Depan Bersama, sebuah dokumen penting yang menjadi acara kemuncak Sidang Kemuncak ASEAN ke-46 dan Mesyuarat Berkaitan yang berlangsung di sini.",Astro Awani
https://www.astroawani.com/berita-malaysia/tindakan-lebih-tegas-terhadap-pembuang-sampah-haram-mb-johor-522445,Tindakan lebih tegas terhadap pembuang sampah haram - MB Johor,Berita Malaysia,26/05/2025 21:45 MYT,ISKANDAR PUTERI: Kerajaan Johor akan bertindak dengan lebih tegas bagi menangani masalah pembuangan sampah haram yang semakin membimbangkan.,Astro Awani
https://www.astroawani.com/berita-malaysia/sc-lancar-dua-inisiatif-bagi-memacu-penerimaan-panduan-maqasid-alsyariah-dalam-icm-522444,SC lancar dua inisiatif bagi memacu penerimaan panduan Maqasid al-Syariah dalam ICM,Berita Malaysia,26/05/2025 21:30 MYT,KUALA LUMPUR: Suruhanjaya Sekuriti Malaysia (SC) hari ini melancarkan siri buku 40 Hadis mengenai kemampanan dan transaksi jualan beretika untuk menggalakkan pemahaman perspektif Islam lebih mendalam mengenai kemampanan dan etika Islam dalam urus niaga komersial.,Astro Awani
https://www.astroawani.com/berita-malaysia/77-peratus-kebakaran-struktur-di-kelantan-berpunca-daripada-elektrik-522443,77 peratus kebakaran struktur di Kelantan berpunca daripada elektrik,Berita Malaysia,26/05/2025 21:15 MYT,"KOTA BHARU: Faktor elektrik menjadi punca 77 peratus kebakaran struktur yang direkodkan di Kelantan dalam tempoh dua tahun berturut-turut sejak 2023, kata Pengarah Jabatan Bomba dan Penyelamat Malaysia (JBPM) negeri Farhan Sufyan Borhan.",Astro Awani
https://www.astroawani.com/berita-malaysia/penyu-agar-betina-ditemukan-mati-di-pantai-kijal-522442,Penyu agar betina ditemukan mati di Pantai Kijal,Berita Malaysia,26/05/2025 21:00 MYT,"CHUKAI: Seekor penyu agar betina dianggarkan seberat 100 hingga 130 kilogram ditemukan mati di pantai Teluk Batu, Kijal di sini kira-kira 2.30 petang semalam.",Astro Awani
https://www.astroawani.com/berita-malaysia/dokumen-visi-asean-2045-harus-diterangkan-kepada-masyarakat-penganalisis-522470,Dokumen Visi ASEAN 2045 harus diterangkan kepada masyarakat - Penganalisis,Berita Malaysia,26/05/2025 20:54 MYT,KUALA LUMPUR: Dokumen Visi ASEAN 2045 harus diterangkan agar manfaatnya dapat dirasai setiap peringkat masyarakat.,Astro Awani
https://www.astroawani.com/berita-dunia/malaysiaindonesia-setuju-terajui-penubuhan-majlis-halal-asean-ahmad-zahid-522468,Malaysia-Indonesia setuju terajui penubuhan Majlis Halal ASEAN - Ahmad Zahid,Berita Dunia,26/05/2025 19:50 MYT,"KUALA LUMPUR: Malaysia dan Indonesia bersetuju untuk bersama-sama menerajui penubuhan Majlis Halal ASEAN tahun ini, kata Timbalan Perdana Menteri Datuk Seri Ahmad Zahid Hamidi.",Astro Awani
https://www.astroawani.com/berita-dunia/malaysia-singapura-sepakat-perkasa-kerjasama-pelaburan-dan-perdagangan-anwar-522467,"Malaysia, Singapura sepakat perkasa kerjasama pelaburan dan perdagangan - Anwar",Berita Dunia,26/05/2025 19:40 MYT,KUALA LUMPUR: Malaysia dan Singapura sepakat untuk terus memperkasakan kerjasama dalam bidang pelaburan dan perdagangan dengan memberi tumpuan kepada projek utama melibatkan kedua-dua negara.,Astro Awani
https://www.astroawani.com/berita-malaysia/asean25-keberadaan-malaysia-selaku-pengerusi-mudahkan-penyelesaian-konflik-myanmar-522465,ASEAN25: Keberadaan Malaysia selaku pengerusi mudahkan penyelesaian konflik Myanmar,Berita Malaysia,26/05/2025 19:09 MYT,KUALA LUMPUR: Keberadaan Malaysia sebagai Pengerusi ASEAN 2025 mempermudahkan penyelesaian dalam usaha menghentikan konflik berpanjangan di Myanmar.,Astro Awani
https://www.astroawani.com/berita-malaysia/penangguhan-bas-smart-selangor-sebab-syarikat-lambat-kemuka-permohonan-apad-522454,Penangguhan Bas Smart Selangor sebab syarikat lambat kemuka permohonan - APAD,Berita Malaysia,26/05/2025 18:50 MYT,KUALA LUMPUR: Penangguhan sementara perkhidmatan Bas Smart Selangor di lima laluan dalam kawasan Majlis Bandaraya Subang Jaya baru-baru ini bukan disebabkan oleh kelewatan memproses permohonan pihak pengendali iaitu Syarikat SKS Coachbuilders Sdn Bhd (SKS Coachbuilders).,Astro Awani
https://www.astroawani.com/berita-dunia/putera-mahkota-bahrain-tiba-di-malaysia-untuk-sidang-kemuncak-aseangcc-522456,Putera Mahkota Bahrain tiba di Malaysia untuk Sidang Kemuncak ASEAN-GCC,Berita Dunia,26/05/2025 18:10 MYT,"SEPANG: Putera Mahkota yang juga Perdana Menteri Bahrain Salman Hamad Al Khalifa berangkat tiba di sini hari ini untuk menghadiri Sidang Kemuncak ASEAN-Majlis Kerjasama Teluk (GCC) ke-2 dan Sidang Kemuncak ASEAN-GCC-China yang julung-julung kali diadakan, di Kuala Lumpur.",Astro Awani
https://www.astroawani.com/berita-malaysia/kes-ismail-sabri-sprm-rekod-keterangan-jovian-bulan-depan-azam-baki-522448,Kes Ismail Sabri: SPRM rekod keterangan Jovian bulan depan - Azam Baki,Berita Malaysia,26/05/2025 17:39 MYT,"SHAH ALAM: Suruhanjaya Pencegahan Rasuah Malaysia (SPRM) akan merekod keterangan bekas menantu Datuk Seri Ismail Sabri Yaakob, iaitu Datuk Jovian Mandagie, pada bulan depan.",Astro Awani
https://www.astroawani.com/berita-malaysia/kerjasama-kerajaan-swasta-penting-untuk-percepat-pembangunan-dalam-asean-pm-anwar-522447,"Kerjasama kerajaan, swasta penting untuk percepat pembangunan dalam ASEAN - PM Anwar",Berita Malaysia,26/05/2025 17:26 MYT,KUALA LUMPUR: Kerjasama di antara sektor kerajaan dan swasta amat penting di dalam komuniti perniagaan bagi memastikan pembangunan dapat dicapai dalam masa yang singkat.,Astro Awani
https://www.astroawani.com/berita-malaysia/remaja-dijangkiti-rabies-akibat-kucing-liar-kes-pertama-di-sarawak-tahun-ini-522435,"Remaja dijangkiti rabies akibat kucing liar, kes pertama di Sarawak tahun ini",Berita Malaysia,26/05/2025 17:20 MYT,"KUCHING: Sarawak mencatatkan kes jangkitan rabies yang pertama dalam kalangan manusia bagi tahun 2025 melibatkan gigitan kucing liar pada bulan ini, kata Menteri Pemodenan Pertanian dan Pembangunan Wilayah Sarawak Datuk Seri Dr Stephen Rundi Utom.",Astro Awani
https://www.astroawani.com/berita-malaysia/tiada-halangan-untuk-sarawak-tawar-pendidikan-tinggi-percuma-zambry-522430,Tiada halangan untuk Sarawak tawar pendidikan tinggi percuma - Zambry,Berita Malaysia,26/05/2025 17:00 MYT,"PUTRAJAYA: Kerajaan Persekutuan tidak mempunyai sebarang halangan terhadap inisiatif kerajaan Sarawak untuk memberikan pendidikan tinggi percuma kepada rakyatnya melalui institusi pengajian tinggi (IPT) milik negeri, kata Menteri Pendidikan Tinggi Datuk Seri Zambry Abdul Kadir.",Astro Awani
https://www.astroawani.com/berita-malaysia/160-pelajar-jadi-perintis-program-pendidikan-tingkatan-enam-di-ukm-usm-522427,"160 pelajar jadi perintis Program Pendidikan Tingkatan Enam di UKM, USM",Berita Malaysia,26/05/2025 16:50 MYT,"KUALA LUMPUR: Sebanyak 160 pelajar akan menjadi perintis Program Pendidikan Tingkatan Enam di dua universiti awam yang akan bermula 10 Jun, kata Menteri Pendidikan Fadhlina Sidek.",Astro Awani
https://www.astroawani.com/berita-malaysia/anak-bekas-presiden-pas-dilantik-mufti-wilayah-persekutuan-baharu-522419,Anak bekas Presiden Pas dilantik Mufti Wilayah Persekutuan baharu,Berita Malaysia,26/05/2025 16:37 MYT,"KUALA LUMPUR: Pendakwah terkenal, Ahmad Fauwaz Fadzil telah dilantik sebagai Mufti Wilayah Persekutuan yang baharu berkuat kuasa 23 Mei 2025.",Astro Awani
https://www.astroawani.com/berita-malaysia/aipa-perlu-jadi-rakan-penting-jayakan-bina-komuniti-asean-pm-anwar-522436,AIPA perlu jadi rakan penting jayakan bina komuniti ASEAN - PM Anwar,Berita Malaysia,26/05/2025 16:32 MYT,"KUALA LUMPUR: Perhimpunan Antara Parlimen ASEAN (AIPA) perlu menjadi rakan penting untuk menjayakan agenda pembinaan Komuniti ASEAN, kata Perdana Menteri Datuk Seri Anwar Ibrahim.",Astro Awani
https://www.astroawani.com/berita-malaysia/pelanggaran-kerahsiaan-nfcorp-public-bank-kalah-rayuan-terakhir-522424,"Pelanggaran kerahsiaan NFCorp, Public Bank kalah rayuan terakhir",Berita Malaysia,26/05/2025 16:30 MYT,PUTRAJAYA: Mahkamah Persekutuan di sini hari ini mengekalkan keputusan Mahkamah Rayuan yang mendapati Public Bank Berhad bertanggungjawab atas pelanggaran kerahsiaan melibatkan National Feedlot Corporation (NFCorp) dan empat pihak yang lain.,Astro Awani
https://www.astroawani.com/berita-malaysia/rasionalisasi-subsidi-ron95-dilaksana-separuh-kedua-2025-amir-hamzah-522426,Rasionalisasi subsidi RON95 dilaksana separuh kedua 2025 - Amir Hamzah,Berita Malaysia,26/05/2025 16:21 MYT,"KUALA LUMPUR: Rasionalisasi subsidi RON95 akan dilaksanakan pada separuh kedua 2025, kata Menteri Kewangan Kedua Datuk Seri Amir Hamzah Azizan.",Astro Awani
https://www.astroawani.com/berita-malaysia/kes-bunuh-nurul-asikin-dipindah-ke-mahkamah-tinggi-522420,Kes bunuh Nurul Asikin dipindah ke Mahkamah Tinggi,Berita Malaysia,26/05/2025 16:15 MYT,KUCHING: Mahkamah Majistret di sini pada Isnin memerintahkan perbicaraan kes pemandu e-hailing yang didakwa membunuh Nurul Asikin Lan dipindahkan ke Mahkamah Tinggi Kuching.,Astro Awani
