URL,Title,Date,Story
https://www.bharian.com.my/berita/nasional/2025/05/1398376/asean-rakan-dialog-komited-sokong-sistem-dagangan-multilateral,"ASEAN, rakan dialog komited sokong sistem dagangan multilateral berasaskan peraturan - MITI","Oleh BERNAMA - Mei 20, 2025 @ 10:36pm","KUALA LUMPUR: Perundingan Menteri Ekonomi ASEAN (AEM) dengan China, Australia, New Zealand (NZ) dan Jepun secara berasingan mengesahkan komitmen mereka terhadap sistem perdagangan pelbagai hala yang bertunjangkan peraturan Pertubuhan Perdagangan Dunia (WTO).
Kementerian Pelaburan, Perdagangan dan Industri (MITI) dalam satu kenyataan hari ini berkata komitmen sedemikian menggalakkan persekitaran perdagangan dan pelaburan yang boleh diramal, telus, bebas, adil, inklusif, mampan, tanpa diskriminasi dan terbuka.
Menterinya, Tengku Datuk Seri Utama Zafrul Aziz mempengerusikan ketiga-tiga sesi perundingan secara maya itu dengan Menteri Perdagangan dan Industri Timor Leste Filipus Nino Pereira bertindak sebagai pemerhati.
Sesi dengan Menteri Perdagangan China, Wang Wentao membincangkan impak ketegangan perdagangan global berterusan telah memberi kesan terhadap daya tahan rantaian bekalan serantau, seterusnya mengganggu susunan perdagangan global, memburukkan lagi geseran perdagangan dan melemahkan keyakinan terhadap sistem perdagangan pelbagai hala berasaskan peraturan.
Tengku Zafrul berkata: ""Memandangkan pergantungan besar negara-negara ASEAN terhadap rantaian bekalan global, sebarang ketidaktentuan geopolitik dan geoekonomi utama akan menjejaskan perniagaan dan pengguna, bukan sahaja dalam ASEAN, tetapi di seluruh dunia.""
Barisan menteri juga menetapkan sasaran untuk menandatangani protokol peningkatan Kawasan Perdagangan Bebas ASEAN-China 3.0, salah satu pencapaian keberhasilan utama ekonomi Malaysia sebagai pengerusi ASEAN tahun ini.
""Penambahbaikan ini dijangka merangkumi bidang baharu, seperti ekonomi digital dan hijau, dan ketersambungan rantaian bekalan,"" katanya.
Mesyuarat itu juga mengiktiraf kepentingan meluaskan hubungan perdagangan melalui inisiatif seperti perjanjian Perkongsian Ekonomi Komprehensif Serantau (RCEP).
Sesi dengan Menteri Perdagangan dan Pelancongan Australia, Don Farrell dan Menteri Perdagangan dan Pelaburan NZ, Todd McClay menyokong perjanjian mewujudkan prinsip kawasan perdagangan bebas ASEAN-Australia-New Zealand (AANZFTA) yang terbuka, boleh diramal, telus, berasaskan peraturan dan tanpa diskriminasi.
""Selain itu, mesyuarat tersebut juga mengalu-alukan penguatkuasaan protokol kedua untuk meminda AANZFTA bagi Australia, Brunei, Laos, Malaysia, NZ dan Singapura pada 21 April,"" katanya.
Menurut kenyataan itu, mesyuarat tersebut turut berharap agar penguatkuasaan protokol kedua bagi pihak lain disempurnakan pada akhir tahun ini untuk mengukuhkan rangka kerja kerjasama ekonomi serantau ini.
Sementara sesi dengan Menteri Ekonomi, Perdagangan dan Industri Jepun Yoji Muto menggariskan blok serantau dan komitmen Jepun untuk melaksanakan dan mempromosikan Perkongsian Ekonomi Komprehensif ASEAN-Jepun.
""Mesyuarat itu menyokong usaha berterusan untuk melaksanakan, menambah baik dan mengembangkan perjanjian RCEP, termasuk memuktamadkan prosedur mengenai penyertaan negara-negara kepada RCEP,"" katanya.
Beliau berkata inisiatif khusus industri dalam sektor automotif, tenaga bersih dan pembangunan beretika, bertanggungjawab dan penggunaan kecerdasan buatan akan diterokai."
https://www.bharian.com.my/berita/nasional/2025/05/1398360/kenapa-sekarang-selepas-pemilihan-cabang-baru-nak-pertikai-lantikan,"'Kenapa sekarang, selepas pemilihan Cabang baru nak pertikai lantikan vendor'","Oleh Muhammad Yusri Muzamir - Mei 20, 2025 @ 9:39pm","KUALA LUMPUR: Jawatankuasa Pemilihan Pusat (JPP) Parti Keadilan Rakyat (PKR) hari ini menafikan dakwaan Timbalan Presiden parti Datuk Seri Rafizi Ramli bahawa pelantikan vendor untuk mengendalikan sistem pemilihan parti itu tidak dibincangkan.
Pengerusi JPP, Datuk Seri Dr Zaliha Mustafa, berkata perkara itu serta isu pelantikan auditor bagi pemilihan PKR sebaliknya sudah dibangkitkan pada mesyuarat Biro Politik dan Majlis Pimpinan Pusat (MPP) sebelum ini.
Perbincangan itu, katanya, turut membabitkan Rafizi, selain Ahli Parlimen Pandan berkenaan hanya mempertikaikan pelantikan auditor bagi pemilihan parti yang dijadual diadakan pada Kongres PKR di Johor Bharu, minggu ini.
""Saya masih ingat, ada perbincangan dilakukan dalam Biro Politik dan MPP mengenai lantikan dan vendor serta auditor (bagi pemilihan PKR).
ADVERTISEMENT
""Memang ada perbincangan dan saya ingat ketika itu memang Rafizi langsung tidak mempertikaikan lantikan vendor iaitu yang membuat sistem pemilihan.
""Yang dibincangkan ialah lantikan auditor, kenapa sekarang bila sudah selesai pemilihan peringkat cabang baru hendak pertikai pula tentang lantikan vendor? Jadi macam tak 'sync' bagi saya.
""Sistem ini juga akan digunakan dalam pemilihan peringkat Pusat di Kongres PKR di Johor Bharu nanti, tentunya ada penambahbaikan dan ini biasa, mengikut keperluan sebab sistem pemilihan bagi Pusat sedikit berbeza dengan peringkat cabang,"" katanya dalam rakaman yang dimuat naik di Facebooknya, petang tadi.
Semalam, Rafizi dilapor mendakwa pelantikan vendor yang mengendalikan sistem pemilihan PKR dibuat secara senyap-senyap pada Disember lalu, tanpa dibincangkan dengan Biro Politik bagi penilaian bersama.
Dr Zaliha berkata, ketetapan untuk melaksanakan pemilihan secara dalam talian (e-voting) juga dibuat menerusi perbincangan bersama Biro Politik dan MPP, dengan perkara itu diminitkan pada 14 November lalu.
Cadangan itu, katanya, disarankan selepas Setiausaha Agung baharu, Fuziah Salleh dilantik, mengesyorkan sistem keanggotaan, ADIL diperluaskan dengan menambah baik 26 entiti yang dikenal pasti dalam aplikasi berkenaan.
Beliau berkata, Biro Politik dan MPP sekali lagi memutuskan supaya pemilihan parti menggunakan e-voting, pada 30 November lalu, dengan pelaksanaannya dibuat mengikut dua mekanisme iaitu secara dalam talian serta fizikal.
""Itu keputusan yang dibuat dan ia adalah natural jika mahu gunakan aplikasi ADIL, daripada sistem keanggotaan, kita perluaskan kepada sistem pemilihan.
""Dalam keadaan masa dan sebagainya, maka diteruskan dengan vendor yang digunakan bagi penambahbaikan sistem keanggotaan itu pula dilantik sebagai vendor yang akan juga menambahkan sistem pemilihan 2025 dalam aplikasi ADIL,"" katanya.
Dalam pada itu, Dr Zaliha mengingatkan semua pihak supaya tidak mengheret JPP dalam pertembungan antara calon pada pemilihan PKR kali ini.
""Insya-Allah, JPP akan kekal sebagai badan bebas dan kita memastikan perjalanan pemilihan akan berlaku dengan baik, adil, bersih, bebas, telus dan berintegriti.
""Berkempenlah secara sihat dan matang, kemukakan kekuatan masing-masing serta tawaran bagi kebaikan parti untuk kekal relevan,"" katanya yang juga Menteri di Jabatan Perdana Menteri (Wilayah Persekutuan).
ankuasa Pemilihan Pusat (JPP) Parti Keadilan Rakyat (PKR) hari ini menafikan dakwaan Timbalan Presiden parti, Datuk Seri Rafizi Ramli bahawa pelantikan vendor untuk mengendalikan sistem pemilihan parti itu tidak dibincangkan.
Pengerusi JPP, Datuk Seri Dr Zaliha Mustafa, berkata perbincangan mengenai lantikan vendor dan juruaudit oleh Biro Politik dan Majlis Pimpinan Pusat (MPP) diadakan dengan kehadiran Rafizi.
""Pada perbincangan ketika itu Rafizi langsung tidak mempertikaikan tentang lantikan vendor yang buat sistem pemilihan dan yang banyak dipertikai ialah lantikan juruaudit. Tiada apa dikatakan tentang vendor.
""Kenapa sekarang apabila kita dah selesai pemilihan peringkat Cabang, nak pertikai pula tentang lantikan vendor?"" katanya menerusi video yang dimuat naik di Facebook beliau, hari ini.
Ketika berucap pada program Jelajah Hidupkan Idealisme Reformasi Dalam Ujian Kuasa (HIRUK) Perak semalam, Rafizi yang juga Menteri Ekonomi mendakwa pelantikan vendor untuk mengendalikan sistem pemilihan parti itu dilantik secara rahsia dan tidak dibincangkan terlebih dahulu di peringkat Biro Politik.
Mengulas lanjut, Dr Zaliha yang juga Menteri di Jabatan Perdana Menteri (Wilayah Persekutuan) menegaskan bahawa JPP bagaimanapun tidak wajar diheret dalam sebarang pertembungan antara calon bertanding pada pemilihan parti sesi 2025-2028.
Beliau berkata JPP selaku badan bebas, komited untuk memastikan proses pemilihan berjalan lancar berdasarkan prinsip demokrasi yang adil dan telus.
""Kita akan pastikan perjalanan pemilihan pada kongres (Kongres Nasional PKR) berlangsung dengan baik dan insya-Allah kita akan tetap memastikan pemilihan berlaku secara adil, bersih, telus dan berintegriti.
""Berkempenlah dengan cara yang sihat dan matang, kemukakan kekuatan masing-masing dan apa yang anda boleh lakukan untuk kebaikan parti dan demi parti terus relevan,"" katanya
Kongres Nasional PKR termasuk Kongres Angkatan Muda Keadilan (AMK) dan Wanita dijadual berlangsung pada Khamis hingga Sabtu ini, dengan hari pengundian pada Jumaat."
https://www.bharian.com.my/berita/nasional/2025/05/1398354/jangan-bermusuh-kita-bukan-perfect-wan-azizah,"Jangan bermusuh, kita bukan 'perfect' - Wan Azizah","Oleh Siti Rohana Idris - Mei 20, 2025 @ 9:08pm","KOTA BHARU: Pengerusi Majlis Penasihat PKR, Datuk Seri Dr Wan Azizah Wan Ismail mengingatkan penyokong parti supaya tidak berpecah-belah, sebaliknya bekerjasama demi mempertahankannya.
Beliau berkata, bukan mudah laluan diikuti PKR untuk sampai ke tahap diterima ramai seperti sekarang, yang mana hanya dengan sokongan akar umbi sahaja mampu merealisasikannya.
Tambahnya lagi, peranan anak muda sangat penting untuk membangunkan parti, malah pembabitan golongan itu juga dilihat mampu menawan Kelantan.
""Dulu kita (PKR) baru nak bangun, parti kecil, parti nyamuk.... tapi (hari ini) dah bangkit sampailah Presiden kita (Datuk Seri Anwar Ibrahim) jadi Perdana Menteri. Itu pun kena 'gaduh-gaduh' dulu.
ADVERTISEMENT
""Sebelum ini ada kawan-kawan dari parti lain kata kita tak berapa 'steady' terutama di Kelantan, tapi saya rasa di Kelantan kita ada potensi cuma (cara) untuk realisasikannya itu bagaimana.
""(Jawapannya) kita kena sama-sama bangunkan parti kita. Anggota-anggota kita (gabungan), tidak bermusuh... kita bukan 'perfect' (sempurna), jadi sama-samalah teruskan dan peranan itu perlu diambil alih oleh golongan muda kerana jiwa mereka lebih bersemangat,"" katanya ketika berucap pada majlis minum petang di sebuah hotel di sini, hari ini.
Turut hadir Pengerusi Majlis Pimpinan Negeri (MPN) Keadilan Kelantan, Datuk Seri Mohamad Suparadi Md Noor.
Wan Azizah turut menasihatkan pemimpin sedia ada terutama yang memenangi pemilihan parti supaya tidak 'lupa diri' dan dibutakan dengan jawatan, sebaliknya kekalkan hubungan dengan penyokong akar umbi.
Menurutnya lagi, pencapaian atau kedudukan diperoleh adalah amanah yang perlu dipegang untuk terus memperkukuhkan parti.
""Jangan lupa, ke tahap mana pun (kita), parti yang naikkan kita, apa yang kita dapat dan dari mana jawatan itu diperoleh adalah untuk memperkukuhkan parti, itu amanah yang kita pegang.
""PMX (Anwar) tak ada gaji tapi tak mengapa, tapi Ahli Parlimen (Tambun) ada juga. Itu semua untuk negara kita, kita kena bangunkan parti,"" katanya."
https://www.bharian.com.my/berita/nasional/2025/05/1398350/jpn-teliti-tindakan-tatatertib-pegawai-cuai-lewat-siasat-kes,"JPN teliti tindakan tatatertib pegawai cuai, lewat siasat kes permohonan kad pengenalan","Oleh BERNAMA - Mei 20, 2025 @ 8:50pm","KUALA LUMPUR: Jabatan Pendaftaran Negara (JPN) akan meneliti tindakan tatatertib terhadap pegawai yang didapati cuai atau gagal melaksanakan siasatan berhubung kelewatan dalam pengendalian satu kes permohonan kad pengenalan.
Dalam kenyataan hari ini, JPN menjelaskan pihaknya juga akan menetapkan garis masa yang munasabah untuk penyelesaian kes siasatan yang kompleks dan melaksanakan latihan semula serta pemantapan kompetensi pegawai penyiasat.
""Jabatan ini juga sedang menyemak dan memperkemas prosedur operasi standard (SOP) penyiasatan bagi memastikan setiap siasatan dijalankan dengan lebih efisien dan selari dengan prinsip tadbir urus yang baik.
""JPN turut meningkatkan sistem penyimpanan dan pengurusan dokumen bagi mengelakkan sebarang kehilangan atau kecuaian,"" menurut kenyataan itu.
Langkah berkenaan diambil susulan dapatan Suruhanjaya Integriti Agensi Penguatkuasaan (EAIC) hari ini berhubung kelewatan tindakan penyiasatan dalam satu kes permohonan kad pengenalan dikendalikan JPN sehingga mengambil masa lebih 10 tahun untuk diselesaikan.
Menurut kenyatan itu, JPN mengambil serius setiap teguran serta syor penambahbaikan yang diberikan, termasuk aspek pengurusan kertas siasatan, penyimpanan dokumen penting, pematuhan kepada SOP, serta pelaksanaan Peraturan 25 Peraturan-Peraturan Pendaftaran Negara 1990 (Pindaan 2007).
""JPN sentiasa komited dan mengutamakan ketelusan, integriti dan kecekapan dalam setiap aspek penyampaian perkhidmatan kepada rakyat.
""Langkah penambahbaikan yang diambil bukan sahaja untuk menangani isu yang dibangkitkan, namun adalah usaha secara berterusan yang akan sentiasa diberi keutamaan, seiring dengan aspirasi reformasi sektor awam yang digariskan oleh Kerajaan MADANI,"" menurut kenyataan itu."
https://www.bharian.com.my/berita/nasional/2025/05/1398348/pembabitan-masyarakat-pembentukan-karakter-penting-selesai-isu,"Pembabitan masyarakat, pembentukan karakter penting selesai isu sosial - Fadhlina","Oleh Noor Atiqah Sulaiman - Mei 20, 2025 @ 8:48pm","BANGI: Isu sosial seperti perkahwinan kanak-kanak, kehamilan remaja, keganasan rumah tangga, dan konflik antara generasi tidak dapat diselesaikan tanpa pembabitan aktif masyarakat dan pembentukan pendidikan karakter.
Menteri Pendidikan, Fadhlina Sidek, berkata terdapat keperluan mendesak untuk merombak pendekatan pendidikan supaya lebih menyeluruh, merangkumi aspek nilai, akhlak, dan pembentukan peribadi pelajar selain memberi penekanan terhadap peranan ibu bapa dan komuniti dalam mendidik anak-anak.
Beliau turut menggariskan kebimbangan terhadap beberapa statistik sosial yang tidak menunjukkan perubahan positif, terutamanya berkaitan kadar perceraian yang kekal tinggi, kes wanita maut akibat keganasan rumah tangga, dan isu ketidakharmonian dalam keluarga membabitkan warga emas serta kanak-kanak.
""Rumah tidak lagi selamat untuk wanita apabila ini berlaku dalam rumah dan wanita mati di tangan pasangan masing-masing,"" katanya ketika berucap pada program Pesona Inspirasi Keluarga MADANI di sini hari ini.
Sementara itu, beliau turut menekankan kepentingan modul Pendidikan Kesihatan Reproduktif dan Sosial (PEERS) dalam menangani isu membabitkan remaja dan kanak-kanak.
""PEERS adalah modul yang dilaksanakan untuk menangani isu yang berkait dengan reproduktif dan juga pendidikan seksual.
""Kita tidak boleh terus bertanya sama ada pendidikan seksual itu perlu atau tidak kerana kita sudah berada dalam krisis sosial dan PEERS adalah antara jalan penyelesaian yang kita ada.
""Malah PEERS ini ada dokumen, ia boleh berubah mengikut keperluan, kehendak, budaya dan agama.
Isu berkait anak-anak ini mesti ditangani dengan segera,"" katanya.
Dalam pada itu, beliau turut mencadangkan supaya program keibubapaan (parenting) diperluaskan serta diterajui oleh komuniti dengan pembabitan lebih besar daripada badan bukan kerajaan (NGO) dan institusi akademik.
""Tiada siapa yang lahir terus tahu menjadi ibu bapa. Kita perlu bimbingan dan masyarakat mesti bersedia untuk membantu.
""Mungkin bila anak dah ramai sikit, baru kita tahu menjadi seorang ibu bapa. Namun saya rasakan setiap anak itu akan beri pengalaman yang berbeza dan disebabkan itu kita perlukan bimbingan,"" katanya.
Fadhlina dalam ucapannya turut mengangkat inisiatif Mak-Mak Gajah iaitu gerakan komuniti yang bangkit untuk membantu memberikan pendidikan terbaik kepada kanak-kanak di negara ini selepas insiden tragik seekor gajah betina kehilangan anaknya akibat kemalangan jalan raya.
""Atas semangat untuk melindungi dan lakukan yang terbaik kepada anak-anak, pasukan ibu ini menggelarkan mereka sebagai Mak Mak Gajah.
""Kadang-kadang, kita tidak perlukan struktur besar. Cukup dengan semangat kolektif. Gerakan mak-mak gajah ini boleh jadi inspirasi dan kesan kepada masyarakat,"" katanya."
https://www.bharian.com.my/berita/nasional/2025/05/1398342/jelajah-kita-keadilan-platform-untuk-penyatuan-perkukuh-pkr-fuziah,"Jelajah 'Kita Keadilan' platform untuk penyatuan, perkukuh PKR - Fuziah","Oleh BERNAMA - Mei 20, 2025 @ 8:24pm","JOHOR BAHRU: Siri Jelajah 'Kita KEADILAN' yang berakhir pada Ahad di Sarawak, berfungsi sebagai platform untuk menyatupadukan dan mengukuh PKR serta memperkenalkan calon kepada perwakilan.
Setiausaha Agung PKR, Dr Fuziah Salleh yang juga pengasas program itu, berkata inisiatif terbabit menerima sambutan positif, dengan majoriti ahli menyifatkannya sebagai cerminan politik matang.
""Siri jelajah ini, proses penyatuan semula (selepas pemilihan di peringkat Cabang). Jadi saya mulakan (inisiatif) ini dengan menawarkan satu platform neutral. Bila kita habiskan jelajah ini, kita lihat bahawa 'mood' itu memang ramai (ahli parti) yang puji dan mereka kata ini yang mereka mahukan. Inilah politik matang yang kita ingin tengok.
""Jadi menerusi siri jelajah tersebut kita sediakan platform neutral supaya semua (calon-calon pemilihan) boleh jumpa dan membuat rangkaian tanpa 'cai', tanpa bersekutu dengan mana-mana pihak,"" katanya ketika dihubungi Bernama.
Jelajah 'Kita KeADILAN', dilaksanakan mengikut zon dengan zon selatan (Johor dan Melaka) menjadi zon pertama iaitu pada 13 Mei, diikuti zon utara (Perlis, Kedah, Pulau Pinang dan Perak Utara) pada 15 Mei, zon tengah (Perak Selatan, Selangor, Wilayah dan Negeri Sembilan) pada 16 Mei dan zon sabah (Sabah dan Labuan) pada 17 Mei.
Fuziah berkata menerusi jelajah itu, calon bertanding juga boleh membentangkan idealisme serta manifesto masing-masing kepada perwakilan.
""Setiap orang mempunyai sesuatu untuk ditawarkan kepada parti dan perwakilan seharusnya sudah cukup bijak untuk memilih mana yang terbaik di antara yang terbaik,"" katanya.
Pada 10 Mei, Pengerusi Jawatankuasa Pemilihan Pusat (JPP) Datuk Seri Dr Zaliha Mustafa berkata 251 calon menawarkan diri untuk bertanding dalam pemilihan PKR peringkat pusat bagi sesi 2025-2028, merangkumi 104 pencalonan bagi Majlis Pimpinan Pusat (MPP), 85 calon bagi Majlis Pimpinan Angkatan Muda Keadilan (AMK) dan 62 bagi Majlis Pimpinan Wanita.
Kongres Nasional PKR termasuk Kongres AMK dan Kongres Wanita dijadual berlangsung dari 22 hingga 24 Mei ini di Johor Bahru, dengan hari pengundian ditetapkan pada 23 Mei."
https://www.bharian.com.my/berita/nasional/2025/05/1398338/berita-popular-hari-ini,Berita popular hari ini,"Mei 20, 2025 @ 8:00pm","Berikut adalah berita popular hari ini:
1. Guan Eng persoal bonus sehingga 6 bulan gaji untuk kakitangan PDC
GEORGETOWN: Bekas Ketua Menteri Pulau Pinang, Lim Guan Eng mempersoalkan tindakan Perbadanan Pembangunan Pulau Pinang (PDC) memberikan bonus sehingga enam bulan gaji kepada kakitangannya awal tahun ini.
https://www.bharian.com.my/berita/wilayah/2025/05/1398169/guan-eng-perso...
ADVERTISEMENT
2. Agong kurnia 100 ekor lembu untuk ibadah korban
KUALA LUMPUR: Yang di-Pertuan Agong, Sultan Ibrahim berkenan mengurniakan 100 ekor lembu untuk dikorbankan bersempena dengan sambutan Aidiladha.
https://www.bharian.com.my/berita/nasional/2025/05/1398219/agong-kurnia-...
3. Gout masalah kesihatan semakin membimbangkan di Malaysia
KUALA LUMPUR: Negara berhadapan peningkatan kes penyakit gout yang kini menjadi krisis kesihatan awam berikutan Malaysia antara negara dengan kadar obesiti tertinggi di Asia.
https://www.bharian.com.my/berita/nasional/2025/05/1398178/gout-masalah-...
4. Sarjan tentera didakwa rogol, cabul pelajar Tingkatan Satu
MELAKA: Seorang anggota tentera dihadapkan ke Mahkamah Sesyen Ayer Keroh, hari ini atas lima pertuduhan termasuk merogol dan melakukan amang seksual fizikal terhadap seorang remaja perempuan berusia 13 tahun, awal bulan.
https://www.bharian.com.my/berita/kes/2025/05/1398195/sarjan-tentera-did...
5. Nankai Trough, amaran bencana abad ini
TIGA puluh tahun lagi, Jepun dijangka berhadapan bencana alam berskala besar dengan anggaran kematian mencecah ratusan ribu nyawa susulan pergerakan plat tektonik yang berlaku sekali dalam tempoh 100 tahun, menurut Agensi Metreologi Jepun.
https://www.bharian.com.my/hujung-minggu/santai/2025/05/1398018/nankai-t...
6. Azlan retak tulang siku, perlu rehat 2 bulan
KUALA LUMPUR: Skuad sepak takraw negara berdepan tamparan apabila perejam utama skuad kebangsaan, Mohamad Azlan Alias disahkan mengalami kecederaan serius retak tulang siku pada perlawanan final regu berpasukan Piala Asia menentang Thailand, Ahad lalu.
https://www.bharian.com.my/sukan/lain-lain/2025/05/1398158/azlan-retak-t..."
https://www.bharian.com.my/berita/nasional/2025/05/1398334/belum-ada-tawaran-lanjut-khidmat-tengku-maimun-2-hakim-kanan,"Belum ada tawaran lanjut khidmat Tengku Maimun, 2 hakim kanan","Oleh Ahmad Johari Mohd Ali - Mei 20, 2025 @ 7:43pm","PUTRAJAYA: Ketua Hakim Negara, Tun Tengku Maimun Tuan Mat yang akan bersara wajib pada usia 66 tahun akhir bulan depan mengesahkan belum menerima tawaran untuk melanjutkan tempoh perkhidmatan.
Tengku Maimun memberitahu pemberita, selain beliau, dua lagi hakim iaitu Presiden Mahkamah Rayuan, Tan Sri Abang Iskandar Abang Hashim dan hakim Mahkamah Persekutuan, Tan Sri Nallini Pathmanathan juga belum menerima tawaran berkenaan.
Tengku Maimun berkata mereka masih menunggu sama ada terdapat sebarang tawaran lanjutan.
Beliau bagaimanapun enggan mengulas lanjut ketika ditanya sama ada akan menimbangkan tawaran untuk menyambung perkhidmatan sebagai Ketua Hakim Negara selama enam bulan lagi.
""Saya belum menerima tawaran untuk melanjutkan tempoh perkhidmatan. Termasuk saya, ada tiga masih menunggu lanjutan tempoh perkhidmatan... mereka ialah Tan Sri PCA (Abang Iskandar) dan Tan Sri Nallini.
""Sama ada saya akan menimbangkannya, saya rasa tidak patut untuk menjawabnya sekarang,"" katanya.
Beliau berkata demikian pada Majlis Mengangkat Sumpah Jawatan dan Taat Setia Hakim Mahkamah Persekutuan dan Mahkamah Rayuan di Istana Kehakiman hari ini.
Yang turut hadir ialah Abang Iskandar; Hakim Besar Malaya, Datuk Seri Hasnah Mohammed Hashim dan Hakim Besar Sabah dan Sarawak, Tan Sri Abdul Rahman Sebli.
Mac lalu, tempoh perkhidmatan Hasnah dan dua hakim Mahkamah Persekutuan Datuk Zabariah Mohamad Yusof dan Datuk Hanipah Farikullah dilanjutkan selama enam bulan, berkuat kuasa dari masa mereka mencapai umur persaraan kehakiman 66 tahun.
Di bawah Perkara 125(1) Perlembagaan Persekutuan, seorang hakim Mahkamah Persekutuan memegang jawatan sehingga umur 66 tahun, dengan kemungkinan dilanjutkan sehingga enam bulan, tertakluk kepada perkenan Yang di-Pertuan Agong.
Pada majlis mengangkat sumpah berkenaan, Datuk Lee Swee Seng mengangkat sumpah di hadapan Tengku Maimun sebagai Hakim Mahkamah Persekutuan selepas menerima watikah pelantikannya pagi tadi daripada Yang di-Pertuan Agong.
Hakim Mahkamah Tinggi, Datuk Hayatul Akmal Abdul Aziz, 63, dan Datuk Dr Lim Hock Leng, 63, juga dinaikkan pangkat sebagai Hakim Mahkamah Rayuan."
https://www.bharian.com.my/berita/nasional/2025/05/1398325/rafizi-hadir-mesyuarat-tak-bantah-pelantikan-vendor-untuk-sistem,"'Rafizi hadir mesyuarat, tak bantah pelantikan vendor untuk sistem pengundian parti' - Fuziah Salleh","Mei 20, 2025 @ 7:16pm","PETALING JAYA: Setiausaha Agung PKR, Dr Fuziah Salleh menafikan dakwaan Timbalan Presiden parti itu, Datuk Seri Rafizi Ramli, bahawa tiada perbincangan diadakan sebelum pelantikan vendor untuk sistem pengundian parti.
Fuziah berkata, Rafizi tidak membantah keputusan menggunakan vendor baharu ketika mesyuarat kepimpinan pusat PKR yang turut dihadirinya.
""Isu vendor tidak pernah dibangkitkan dan beliau (Rafizi) juga tidak pernah mempersoalkan siapa vendor itu atau apa yang mereka lakukan,"" katanya seperti dilapor portal FMT.
Rafizi semalam mendakwa vendor yang menguruskan sistem pemilihan PKR dilantik secara rahsia pada Disember lalu tanpa sebarang perbincangan pada peringkat biro politik parti.
Bagaimanapun, Fuziah menjelaskan parti memutuskan untuk tidak lagi menggunakan vendor terdahulu yang berpangkalan di luar negara kerana menghadapi masalah komunikasi dan cabaran logistik lain.
Sebaliknya, parti memilih untuk menaik taraf dan menambah baik aplikasi sedia ada, ADIL, kerana membangunkan aplikasi baharu mengambil masa terlalu lama.
Beliau berkata, penambahbaikan aplikasi itu termasuk ciri keselamatan baharu seperti integrasi teknologi blockchain dan pengecaman wajah untuk meningkatkan tahap keselamatan.
Katanya, penambahbaikan itu sudah dibincangkan dan vendor baharu dilantik itu bagi menjalankan kerja penambahbaikan sistem serta mengurus pemindahan data daripada penyedia terdahulu.
Fuziah berkata, keputusan menggunakan sistem e-voting dibuat pada 30 November dan dipersetujui Majlis Pimpinan Pusat.
Katanya, walaupun terdapat perbezaan pandangan mengenai pelantikan juruaudit yang membawa kepada beberapa pusingan perbincangan sebelum mencapai kata sepakat, tiada pertikaian seumpama itu berlaku berhubung pelantikan vendor.
Beliau berkata, biro politik parti sudah bersetuju untuk tidak meneruskan perkhidmatan vendor lama kerana mereka berpangkalan di luar negara."
https://www.bharian.com.my/berita/nasional/2025/05/1398315/pulau-pinang-beli-15-toyota-camry-lebih-rm33-juta-sebagai-kenderaan,Pulau Pinang beli 15 Toyota Camry lebih RM3.3 juta sebagai kenderaan rasmi baharu - Kon Yeow,"Oleh Siti Aminah Mohd Yusof - Mei 20, 2025 @ 6:50pm","GEORGETOWN: Ketua Menteri Pulau Pinang, Chow Kon Yeow mengesahkan kerajaan negeri memperoleh 15 kenderaan baharu jenis Toyota Camry 2.5V (AT) (CBU) bernilai RM3,311,895 bagi menggantikan kereta rasmi yang dibeli pada 2020.
Beliau yang juga EXCO Kewangan, Pembangunan Tanah dan Komunikasi negeri memaklumkan kenderaan baharu berkenaan diperoleh 4 Mac lalu untuk kegunaan rasmi 10 Ahli Majlis Mesyuarat Kerajaan (MMK) Negeri Pulau Pinang dan tiga ahli ex-officio iaitu Setiausaha Kerajaan Negeri, Pegawai Kewangan Negeri dan Penasihat Undang-Undang Negeri.
""Dua lagi kenderaan masing-masing untuk kegunaan rasmi Yang Dipertua dan Timbalan yang Dipertua Dewan Undangan Negeri (DUN) Pulau Pinang.
""Jumlah (kos) tersebut adalah termasuk cukai dan duti eksais. Ini menjadikan kos setiap kereta kira-kira RM220,789,"" katanya kepada pemberita ketika ditemui dekat DUN Pulau Pinang hari ini.
Kon Yeow (DAP-Padang Kota) berkata demikian mengulas pertanyaan dikemukakan Lim Guan Eng (DAP-Air Putih) dan Yusni Mat Piah (PAS-Penaga) mengenai pembelian kereta baharu berkenaan.
Terdahulu Mohd Yunus ketika membahaskan usul terima kasih ucapan Yang Dipertua Negeri, Tun Ramli Ngah Talib mempersoal tindakan pembelian kenderaan baharu dalam keadaan kerajaan negeri berdepan cabaran kewangan.
""Kita lihat EXCO negeri menggunakan Toyota Camry baharu bagaimanapun perkara ini tidak dilaporkan secara terbuka.
""Kerajaan negeri turut menerima pendahuluan RM100 juta daripada kerajaan Persekutuan bagi mengurus aliran tunai, namun kenderaan baharu tetap dibeli. Bolehkan kerajaan negeri beri penjelasan,"" katanya."
